Molecule_ID,library_tag,Standardized_Molecule_Smiles,Standardized_Molecule_InChIKey,IsInBSCpaper,BSC_name,IC50 (uM)_BSC,PIC50_BSC,IsInGHDDI,parameter_GHDDI,value_GHDDI,unit_GHDDI,PX_GHDDI,Target_name_GHDDI,IsInIntegrity,Min Value_Integrity,PIC50_Integrity,Source_Integrity,Mechanism of Action,IsInGostar,GVK_ID_Gostar,reference_Gostar,source_Gostar,std_activity_type_Gostar,standard_uom_Gostar,activity_value_Gostar,PIC50_Gostar,Binder,References COVID-19,activity COVID-19,pIC50 COVID-19,pIC50>6,pIC50>5
13920,virtual,O=C(N[C@H](COC(=O)c1ccccc1)C(=O)NC2CCCCC2)\C=C\c3ccccc3,WFFOMHJMFVRMHV-NBRGKURFSA-N,no,,,,yes,IC50,30,µM,"4,52",Severe Acute Respiratory Syndrome-Cov 3Clpro [SARS coronavirus],no,,,,,yes,123104915,"Bioorg. Med. Chem., 2016, 24 (6), 1241-1254",SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS,IC50,uM,30,"4,52",,,,,no,no
13921,virtual,CCOC(=O)\C=C\[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)c3cc(C)on3)C(C)C,DECFOJTYZGEZPC-RWBCRXJQSA-N,no,,,,yes,IC50,"34,5",µM,"4,46",Sars Cov 3C-Like Protease [SARS coronavirus],no,,,,,yes,3808632,"Bioorg. Med. Chem., 2005, 13 (17), 5240-5252",SARS CORONAVIRUS,IC50,uM,30,"4,52",,,,,no,no
13922,virtual,CC(=CCc1cc(cc(O)c1O)C2CCc3ccc(O)cc3O2)C,MSTNVJDHQJXVFI-UHFFFAOYSA-N,no,,,,yes,IC50,"30,2",µM,"4,52",3C-like protease [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
13923,virtual,COc1ccccc1CNC(=O)[C@H](C)NS(=O)(=O)c2ccccc2,VXPWJDQRTSEQBX-ZDUSSCGKSA-N,no,,,,yes,IC50,"29,9",µM,"4,52",Severe Acute Respiratory Syndrome-Cov 3Clpro [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
13924,virtual,CCOC(=O)\C=C\[C@H](Cc1ccccc1)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)C)Cc3ccc(F)cc3,NZBCTRXETOVYTR-UWXODDEOSA-N,no,,,,yes,IC50,35,µM,"4,46",Sars Cov 3C-Like Protease [SARS coronavirus],no,,,,,yes,3808627,"Bioorg. Med. Chem., 2005, 13 (17), 5240-5252",SARS CORONAVIRUS,IC50,uM,31,"4,51",,,,,no,no
13925,virtual,Clc1cccc(CN2CCN(CC2)S(=O)(=O)c3ccc4NC(=O)C(=O)c4c3)c1,SNTYRLDSAOSHDU-UHFFFAOYSA-N,no,,,,yes,IC50,"31,71",µM,"4,5",3CLpro (3-chymotrypsin-like protease) [SARS coronavirus],no,,,,,yes,122360476,"Bioorg. Med. Chem., 2014, 22 (1), 292-302",SARS CORONAVIRUS,IC50,uM,"31,71","4,50",,,,,no,no
13926,virtual,COc1cc(CN2CCN(CC2)S(=O)(=O)c3ccc4NC(=O)C(=O)c4c3)cc(OC)c1OC,HOGKBBZYBPZNMF-UHFFFAOYSA-N,no,,,,yes,IC50,"32,08",µM,"4,49",3CLpro (3-chymotrypsin-like protease) [SARS coronavirus],no,,,,,yes,122360477,"Bioorg. Med. Chem., 2014, 22 (1), 292-302",SARS CORONAVIRUS,IC50,uM,"32,08","4,49",,,,,no,no
13927,virtual,CC(C)(C)c1cc(OC(=O)c2cc(cc(c2)[N+](=O)[O-])B(O)O)ccc1OC(=O)c3cc(cc(c3)[N+](=O)[O-])B(O)O,ZAXQCJAZAWJFMO-UHFFFAOYSA-N,no,,,,yes,Ki (inhibition constant),"32,7",µM,"4,49",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,3620492,WO 2005/041904 A2,SARS CORONAVIRUS,Apparent inhibition constant (Ki app),uM,"32,7","4,49",,,,,no,no
13928,virtual,OB(O)c1cccc(OC(=O)c2ccc(cc2)C(=O)Oc3cccc(c3)B(O)O)c1,LUWXIMBUAOYZPS-UHFFFAOYSA-N,no,,,,yes,Ki (inhibition constant),"33,04",µM,"4,48",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,3620487,WO 2005/041904 A2,SARS CORONAVIRUS,Apparent inhibition constant (Ki app),uM,"33,04","4,48",,,,,no,no
13929,virtual,Oc1ccc2C(=O)C(=C(Oc2c1)c3ccc(O)c(O)c3)OC4CCCCCC4,MVSYRSAVZJQJRE-UHFFFAOYSA-N,no,,,,yes,Kd (dissociation constant),"33,5",µM,"4,47",Severe Acute Respiratory Syndrome-Cov 3Clpro [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
13930,virtual,Oc1ccc2C(=O)C(=C(Oc2c1)c3ccc(O)c(O)c3)OC4CCCCC4,OYBJCTSDBRAFBO-UHFFFAOYSA-N,no,,,,yes,Kd (dissociation constant),"33,7",µM,"4,47",Severe Acute Respiratory Syndrome-Cov 3Clpro [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
13931,virtual,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](CCC(=O)N(C)Cc2ccccc2)C(=O)C(F)(F)F,KWKOCNNYZPGQAO-NSVAZKTRSA-N,no,,,,yes,Ki (inhibition constant),"34,1",µM,"4,47",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,13138592,"Bioorg. Med. Chem. Lett., 2009, 19 (10), 2722-2727",,Ki,uM,"34,1","4,47",,,,,no,no
13932,virtual,O=C1Nc2ccc(cc2C1=O)S(=O)(=O)N3CCN(CCc4ccccc4)CC3,SLXKZEHUWJAPQB-UHFFFAOYSA-N,no,,,,yes,IC50,"34,91",µM,"4,46",3CLpro (3-chymotrypsin-like protease) [SARS coronavirus],no,,,,,yes,122360478,"Bioorg. Med. Chem., 2014, 22 (1), 292-302",SARS CORONAVIRUS,IC50,uM,"34,91","4,46",,,,,no,no
13933,virtual,CCC(=C)C(=O)c1ccc(OCC(=O)N(C(C)C)C(=O)N)c(Cl)c1Cl,OVGZUFFQHHEHKE-UHFFFAOYSA-N,no,,,,yes,Ki (inhibition constant),35,µM,"4,46",Protease [SARS coronavirus],no,,,,,yes,6122140,"Curr. Top. Med. Chem., 2006, 6 (4), 331-353",SARS-COV,Ki,uM,35,"4,46",,,,,no,no
13934,virtual,CCC(=C)C(=O)c1ccc(OCC(=O)NC(C)(C)C(=O)N)c(Cl)c1Cl,IWKBIXRBGZHZOW-UHFFFAOYSA-N,no,,,,yes,Ki (inhibition constant),"35,3",µM,"4,45",Protease [SARS coronavirus],no,,,,,yes,3806659,"J. Med. Chem., 2005, 48 (22), 6832-6842",SARS-COV,Ki,uM,"35,3","4,45",,,,,no,no
13935,virtual,COc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)c(c3O2)c4cc(ccc4OC)C5=CC(=O)c6c(O)cc(OC)cc6O5,YCXRBCHEOFVYEN-UHFFFAOYSA-N,yes,88,"38,4","4,42",yes,IC50,"38,4",µM,"4,42",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,123217625,"J. Med. Chem., 2016, 59 (14), 6595-6628",SARS CORONAVIRUS,IC50,uM,"38,4","4,42",,,,,no,no
13936,virtual,CCOC1(Oc2ccc(C)cc2C3=NN(SC13OCC)c4ccc(cc4Cl)[N+](=O)[O-])c5ccc(OC)cc5,NGUIHSBUOXOWJC-UHFFFAOYSA-N,no,,,,yes,IC50,"38,4",µM,"4,42",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
13937,virtual,CCC(=C)C(=O)c1ccc(OCC(=O)N)c(Cl)c1Cl,QQXZOCLGQNUZGU-UHFFFAOYSA-N,no,,,,yes,Ki (inhibition constant),"35,3",µM,"4,45",Severe Acute Respiratory Syndrome-Cov 3Clpro [SARS coronavirus],no,,,,,yes,6045574,"Annu. Rep. Med. Chem., 2006, 41, 183-196",SARS-COV,Ki,uM,"35,3","4,45",,,,,no,no
13938,virtual,CN(C)C(=O)C1=CC2(CCN(C)CC2)c3ccccc13,NFSOVGQEBOOFPT-UHFFFAOYSA-N,no,,,,yes,Ki (inhibition constant),"35,3",µM,"4,45",Severe Acute Respiratory Syndrome-Cov 3Clpro [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
13939,virtual,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)C)C(C)C)C(=O)NC(CCC(=O)N(C)C)C=O,SYPDBXVHHYPEDE-NXZLUDKDSA-N,no,,,,yes,IC50,37,µM,"4,43",Chymotrypsin-like protease CTRL-1 [SARS coronavirus],no,,,,,yes,122741951,"Bioorg. Med. Chem., 2015, 23 (4), 876-890",SARS CORONAVIRUS,IC50,uM,37,"4,43",,,,,no,no
13940,virtual,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)c3ncc(s3)c4ccc(C)cc4,BOWYYJPQRKBSLY-SDHOMARFSA-N,no,,,,yes,Ki (inhibition constant),37,µM,"4,43",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,121890138,"Eur. J. Med. Chem., 2013, 65 (), 436-447",CORONA VIRUS,Ki,uM,37,"4,43",,,,,no,no
13941,virtual,OC(=O)c1ccccc1c2oc(C=C3C(=O)N(N=C3c4ccccc4)c5ccc(F)cc5)cc2,XKQCHIXXQNMHLJ-UHFFFAOYSA-N,no,,,,yes,IC50,"37,5",µM,"4,43",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
13942,virtual,Cc1ccc(cc1NC(=O)c2c(Cl)cccc2Cl)B(O)O,LFEFYHYBALWXNS-UHFFFAOYSA-N,no,,,,yes,Ki (inhibition constant),"36,95",µM,"4,43",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,3620476,WO 2005/041904 A2,SARS CORONAVIRUS,Apparent inhibition constant (Ki app),uM,"36,95","4,43",,,,,no,no
13943,virtual,CCOC(=O)\C=C\[C@H](Cc1ccccc1)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)C)Cc3ccccc3,DUDXNMNSLLNROX-WXWPSNGTSA-N,no,,,,yes,IC50,"38,5",µM,"4,42",Sars Cov 3C-Like Protease [SARS coronavirus],no,,,,,yes,3808629,"Bioorg. Med. Chem., 2005, 13 (17), 5240-5252",SARS CORONAVIRUS,IC50,uM,38,"4,42",,,,,no,no
13944,virtual,OB(O)c1cc(cc(c1)[N+](=O)[O-])C(=O)OCc2cccc(c2)[N+](=O)[O-],MJAZFXYSVWXFLA-UHFFFAOYSA-N,no,,,,yes,Ki (inhibition constant),39,µM,"4,41",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,3620463,WO 2005/041904 A2,SARS CORONAVIRUS,Apparent inhibition constant (Ki app),uM,39,"4,41",,,,,no,no
13945,virtual,CCOC(=O)\C=C\[C@H](Cc1ccccc1)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c2cc(C)on2)C(C)C)Cc3ccc(F)cc3,FCVVBRNWNKLOCV-YLJIJCFQSA-N,no,,,,yes,IC50,39,µM,"4,41",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,3808626,"Bioorg. Med. Chem., 2005, 13 (17), 5240-5252",SARS CORONAVIRUS,IC50,uM,39,"4,41",,,,,no,no
13946,virtual,OB(O)c1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(cc3F)B(O)O)c(Cl)c2)c(F)c1,DJWOWNNLQNUKMA-UHFFFAOYSA-N,no,,,,yes,Ki (inhibition constant),"39,1",µM,"4,41",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,3620470,WO 2005/041904 A2,SARS CORONAVIRUS,Apparent inhibition constant (Ki app),uM,"39,1","4,41",,,,,no,no
13947,virtual,OB(O)c1cc(cc(c1)[N+](=O)[O-])C(=O)Oc2c(Cl)c(Cl)c(OC(=O)c3cc(cc(c3)[N+](=O)[O-])B(O)O)c(Cl)c2Cl,INPLMBUIYOEORX-UHFFFAOYSA-N,no,,,,yes,Ki (inhibition constant),"39,3",µM,"4,41",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,3620483,WO 2005/041904 A2,SARS CORONAVIRUS,Apparent inhibition constant (Ki app),uM,"39,3","4,41",,,,,no,no
13948,virtual,COC(=O)c1c(SC)cc(cc1c2cccc(c2)[N+](=O)[O-])c3ccc(F)cc3,KSCRRQMBUZGXPC-UHFFFAOYSA-N,no,,,,yes,IC50,"38,7",µM,"4,41",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
13949,virtual,CC(C)C[C@@H](NC(=O)C(NC(=O)[C@@H](C)NC(=O)C(CO)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)O)C(C)C)C(=O)NC(CCC(=O)N)C#N,KVJHGDWWJPYLFA-INMVHZGXSA-N,no,,,,yes,IC50,39,µM,"4,41",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,121680740,"Eur. J. Med. Chem., 2013, 59 (), 1-6",SARS CORONAVIRUS,IC50,uM,39,"4,41",,,,,no,no
13950,virtual,C[C@H](NC(=O)[C@H](CC(OC(C)(C)C)C(=O)O)NC(=O)OC(C)(C)C)C(=O)NCC(=O)C(F)(F)F,GLXZJZCHRBCTIL-NDQFZYFBSA-N,no,,,,yes,IC50,40,µM,"4,4",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,13005728,"Bioorg. Med. Chem., 2008, 16 (8), 4652-4660",SARS CORONAVIRUS,IC50,uM,40,"4,40",,,,,no,no
13951,virtual,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)C(F)(F)F,IRJXEJHJNCVKGL-UWVGGRQHSA-N,no,,,,yes,IC50,40,µM,"4,4",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,13005727,"Bioorg. Med. Chem., 2008, 16 (8), 4652-4660",SARS CORONAVIRUS,IC50,uM,40,"4,40",,,,,no,no
13952,virtual,O=C1N(Cc2ccc3ccccc3c2)c4ccc(cc4C1=O)S(=O)(=O)N5CCOCC5,BWGFGUKNOFRZPA-UHFFFAOYSA-N,no,,,,yes,IC50,"39,87",µM,"4,4",3CLpro (3-chymotrypsin-like protease) [SARS coronavirus],no,,,,,yes,122360504,"Bioorg. Med. Chem., 2014, 22 (1), 292-302",SARS CORONAVIRUS,IC50,uM,"39,87","4,40",,,,,no,no
13953,virtual,CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)N)C=O,ISUIELRVQNZKDX-HVTWWXFQSA-N,no,,,,yes,Ki (inhibition constant),"41,24",µM,"4,39",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,6016275,"Chembiochem., 2006, 7 (7), 1048-1055",VIRUS,IC50,uM,50,"4,30",,,,,no,no
13954,virtual,C[C@@H](O)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)N)NC(=O)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)N)C=O,HMLQCXKUNOFOHB-YGTPMWDHSA-N,no,,,,yes,Ki (inhibition constant),"40,98",µM,"4,39",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,121716453,"Curr. Pharm. Des., 2013, 19 (6), 1126-1153",SARS CORONAVIRUS,IC50,uM,"7,5","5,12",,,,,no,yes
13955,virtual,CC(=CCc1c(O)c(O)cc(CCCc2ccc(O)cc2O)c1CC=C(C)C)C,PNQQDEFGJPUAGZ-UHFFFAOYSA-N,no,,,,yes,IC50,"43,3",µM,"4,36",3C-like protease [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
13956,virtual,OC(=O)c1cccc(c1)N2N=C(C(=Cc3oc(cc3)c4cc(Cl)ccc4C(=O)O)C2=O)c5ccccc5,JNEXOTBREMZSAW-UHFFFAOYSA-N,no,,,,yes,IC50,"44,7",µM,"4,35",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
13957,virtual,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC2CCNC2=O)C=O,QYENXTYKACLCGO-FQECFTEESA-N,no,,,,yes,IC50,45,µM,"4,35",Severe Acute Respiratory Syndrome-Cov 3Clpro [SARS coronavirus],no,,,,,yes,122257374,WO 2013/049382 A2,SARS CORONAVIRUS,IC50,uM,"3,48","5,46",,,,,no,yes
13958,virtual,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](CCC(=O)c2nccs2)C(=O)c3nccs3,VGITXZVHGCSOCS-FIXSFTCYSA-N,no,,,,yes,Ki (inhibition constant),"45,2",µM,"4,34",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,13138598,"Bioorg. Med. Chem. Lett., 2009, 19 (10), 2722-2727",,Ki,uM,"45,2","4,34",,,,,no,no
13959,virtual,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)C)C(C)C)C(=O)N[C@@H](Cc1cccs1)C=O,GHWNQWLNBGUFRL-CPNAEOBWSA-N,no,,,,yes,IC50,48,µM,"4,32",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
13960,virtual,CC(C)C[C@@H](NC(=O)C(NC(=O)[C@@H](C)NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CCC(=O)N)C#N,GHHFOSAEMGSHLQ-FXQQTDPRSA-N,no,,,,yes,IC50,49,µM,"4,31",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,121680738,"Eur. J. Med. Chem., 2013, 59 (), 1-6",SARS CORONAVIRUS,IC50,uM,49,"4,31",,,,,no,no
13961,virtual,CC(C)C[C@@H](NC(=O)C(NC(=O)[C@@H](C)NC(=O)C1=NOC(C)C1)C(C)C)C(=O)NC(CCC(=O)N)C#N,LOQNORHITQLPGJ-KMCJPDJMSA-N,no,,,,yes,IC50,49,µM,"4,31",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,121680737,"Eur. J. Med. Chem., 2013, 59 (), 1-6",SARS CORONAVIRUS,IC50,uM,49,"4,31",,,,,no,no
13962,virtual,CCN(CC)C(=O)CC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)c2nc3ccccc3s2,PBXSOQBUMLQGGE-VWYPKUQYSA-N,no,,,,yes,Ki (inhibition constant),"49,3",µM,"4,31",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,13138601,"Bioorg. Med. Chem. Lett., 2009, 19 (10), 2722-2727",,Ki,uM,"49,3","4,31",,,,,no,no
13963,virtual,OB(O)c1cc(NS(=O)(=O)c2ccccc2)cc(c1)[N+](=O)[O-],LJTUFZSBUCDDTG-UHFFFAOYSA-N,no,,,,yes,Ki (inhibition constant),"48,9",µM,"4,31",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,3620478,WO 2005/041904 A2,SARS CORONAVIRUS,Apparent inhibition constant (Ki app),uM,"49,8","4,30",,,,,no,no
13964,virtual,C[C@@H](NC(=O)[C@@H](CCC(=O)O)NC(=O)O)C(=O)NCC(=O)C(F)(F)F,VHYQXOZIAAVKPA-PHDIDXHHSA-N,no,,,,yes,IC50,50,µM,"4,3",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,13005729,"Bioorg. Med. Chem., 2008, 16 (8), 4652-4660",SARS CORONAVIRUS,IC50,uM,50,"4,30",,,,,no,no
13965,virtual,CCCCCCCCCC(=O)N[C@@H](CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)C(F)(F)F,YXPNSNGUEDOICU-KEKNWZKVSA-N,no,,,,yes,IC50,50,µM,"4,3",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,123216930,"J. Med. Chem., 2016, 59 (14), 6595-6628",SARS CORONAVIRUS,IC50,uM,50,"4,30",,,,,no,no
13966,virtual,CC1COC2=C1C(=O)C(=O)c3c2ccc4c(C)cccc34,HARGZZNYNSYSGJ-UHFFFAOYSA-N,no,,,,yes,IC50,"50,6",µM,"4,3",Severe Acute Respiratory Syndrome-Cov 3Clpro [SARS coronavirus],no,,,,,yes,121431421,"Bioorg. Med. Chem., 2012, 20 (19), 5928-5935",SARS CORONAVIRUS,IC50,uM,"14,4","4,84",,,,,no,no
13967,virtual,CC1(C)CC(=C(\C=N\c2ccc(NC3=C(C#N)C(=O)CC(C)(C)C3)cc2)C(=O)C1)O,CIWAUCTWIGVYPN-VULFUBBASA-N,no,,,,yes,IC50,"50,6",µM,"4,3",Severe Acute Respiratory Syndrome-Cov 3Clpro [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
13968,virtual,OB(O)c1cc(cc(c1)[N+](=O)[O-])C(=O)OCCN(CCOC(=O)c2cc(cc(c2)[N+](=O)[O-])B(O)O)CCOC(=O)c3cc(cc(c3)[N+](=O)[O-])B(O)O,OHMPJBMXCQQRCB-UHFFFAOYSA-N,no,,,,yes,Ki (inhibition constant),"50,6",µM,"4,3",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,3620489,WO 2005/041904 A2,SARS CORONAVIRUS,Apparent inhibition constant (Ki app),uM,"50,6","4,30",,,,,no,no
13969,virtual,O=C1Nc2ccc(cc2C1=O)S(=O)(=O)N3CCN(CC3)c4ccccn4,RQCUTXHKWJPTCR-UHFFFAOYSA-N,no,,,,yes,IC50,"51,33",µM,"4,29",3CLpro (3-chymotrypsin-like protease) [SARS coronavirus],yes,"7,8E-05","4,11",Use the novel isatin-5-sulfonamide derivative and preparation of a medicament for the treatment of atypical pneumonia,,yes,122360480,"Bioorg. Med. Chem., 2014, 22 (1), 292-302",SARS CORONAVIRUS,IC50,uM,"51,33","4,29",NON COVALENT,,,,no,no
13970,virtual,COc1ccc(C(=O)\C=C\c2ccc(O)cc2)c(O)c1CC=C(C)C,XDKYBPGIBVMHHB-KPKJPENVSA-N,no,,,,yes,IC50,"66,1",µM,"4,19",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
13971,virtual,COc1ccc(cc1)c2cnc(s2)C(=O)[C@H](C[C@@H]3CCNC3=O)NC(=O)[C@H](CC(C)C)NC(=O)OCc4ccccc4,BHZCEYYBBWVIGN-HVCNVCAESA-N,no,,,,yes,Ki (inhibition constant),52,µM,"4,28",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,121890139,"Eur. J. Med. Chem., 2013, 65 (), 436-447",CORONA VIRUS,Ki,uM,52,"4,28",,,,,no,no
13972,virtual,COc1ccc2NC(=O)C(=O)c2c1,DMHGXMPXHPOXBF-UHFFFAOYSA-N,no,,,,yes,inhibition rate,"95,32",%,"4,28",3CLpro (3-chymotrypsin-like protease) [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
13973,virtual,CC(C)(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc2ccccc2)C(=O)C(F)(F)C(=O)NCc3ccccc3,MHTORQLPWQIZJN-FXDYGKIASA-N,no,,,,yes,inhibition rate,"95,32",%,"4,28",3CLpro (3-chymotrypsin-like protease) [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
13974,virtual,CC(=O)c1ccc2NC(=O)C(=O)c2c1,AZGVVLJKUZCTMV-UHFFFAOYSA-N,no,,,,yes,inhibition rate,"95,37",%,"4,28",3CLpro (3-chymotrypsin-like protease) [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
13975,virtual,CC(C)c1cc2CC[C@H]3[C@](C)(CO)CCC[C@]3(C)c2cc1OC(=O)C,BNZJGBGPSWQEAU-FDFHNCONSA-N,no,,,,yes,IC50,"128,9",µM,"3,89",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
13976,virtual,Cc1cc2c(s1)C(=O)Nc3ccc(O)c(c4ccc(CN)cc4)c23,YLOILQKJJQZBAK-UHFFFAOYSA-N,no,,,,yes,IC50,"57,8",µM,"4,24",3C-like protease [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
13977,virtual,CC(=CCc1cc(C(=O)\C=C\c2ccc(O)cc2)c(O)cc1O)C,BLZGPHNVMRXDCB-UXBLZVDNSA-N,no,,,,yes,IC50,"57,8",µM,"4,24",3C-like protease [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
13978,virtual,CCOC(=O)C=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)c3cc(C)on3)C(C)C,PANGWSCMXDVPFP-LNEBKTTKSA-N,no,,,,yes,inhibition rate,46,%,"4,23",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [Middle East respiratory syndrome coronavirus],no,,,,,no,,,,,,,,,,,,no,no
13979,virtual,Nc1nc(CSc2nnc(c3cccc4ccccc34)n2C5CCCCC5)cs1,FTSFUTNZTQHDIM-UHFFFAOYSA-N,no,,,,yes,IC50,"58,35",µM,"4,23",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,,yes,20896807,"Bioorg. Med. Chem. Lett., 2011, 21 (10), 3088-3091",SARS CORONAVIRUS,IC50,uM,"58,35","4,23",,,,,no,no
13980,virtual,Clc1ccc(cc1)C(c2ccc(Cl)cc2)[N]3=CN(CC(OCc4ccc(Cl)cc4Cl)c5ccc(Cl)cc5Cl)C=C3,ZLQSMERJKUHVIT-UHFFFAOYSA-N,no,,,,yes,Ki (inhibition constant),61,µM,"4,21",Severe Acute Respiratory Syndrome-Cov 3Clpro [SARS coronavirus],no,,,,,yes,6147817,"Curr. Pharm. Des., 2006, 12 (35), 4555-4564",,Ki,uM,61,"4,21",,,,,no,no
13981,virtual,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)C)C(C)C)C(=O)N[C@@H](CC1CCCCC1)C=O,QJDVBNNDENLRSC-NHKCCNDQSA-N,no,,,,yes,IC50,62,µM,"4,21",Chymotrypsin-like protease CTRL-1 [SARS coronavirus],no,,,,,no,,,,,,,,,,,,no,no
